,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos_Total,Age,Dependants,Has_minor,Partner,House_members,Income_per_members,Total_spent
1827,Graduate,78394.0,0,0,1 Mes,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,0,Adultos,0,0,1,2,39197.0,1428
1828,Postgraduate,80739.0,0,0,> 3 Meses,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,80739.0,1633
1829,Postgraduate,22669.0,1,0,1 Mes,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,0,Meia-idade,1,1,1,3,7556.333333333333,173
1830,Graduate,29236.0,1,0,1 Mes,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9745.333333333334,99
1831,Graduate,44911.0,0,1,1 Mes,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,14970.333333333334,215
1832,Postgraduate,54693.0,0,1,3 Meses,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,27346.5,929
1833,Graduate,48186.0,1,0,2 Meses,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,16062.0,219
1834,Graduate,54809.0,1,1,1 Mes,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,0,Adultos,2,1,0,3,18269.666666666668,174
1835,Graduate,41580.0,1,1,1 Mes,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,0,Adultos,2,1,1,4,10395.0,92
1836,Postgraduate,80336.0,0,0,1 Mes,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,80336.0,1052
1837,Graduate,47743.0,0,1,2 Meses,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,1,Idosos,1,1,0,2,23871.5,275
1838,Undergraduate,62972.0,0,1,2 Meses,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,31486.0,587
1839,Postgraduate,57333.0,0,1,2 Meses,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,0,Idosos,1,1,0,2,28666.5,1662
1840,Postgraduate,32313.0,1,0,2 Meses,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,10771.0,159
1841,Postgraduate,84953.0,0,0,3 Meses,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,3,Idosos,0,0,0,1,84953.0,1024
1842,Postgraduate,27071.0,1,0,3 Meses,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,13535.5,35
1843,Postgraduate,68148.0,0,0,3 Meses,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,34074.0,1042
1844,Postgraduate,65735.0,1,1,2 Meses,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,16433.75,395
1845,Postgraduate,86836.0,0,0,1 Mes,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,3,Meia-idade,0,0,0,1,86836.0,557
1846,Postgraduate,4023.0,1,1,1 Mes,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,1341.0,9
1847,Graduate,30093.0,0,0,1 Mes,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,30093.0,69
1848,Postgraduate,57705.0,0,1,1 Mes,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,28852.5,486
1849,Graduate,25008.0,1,0,3 Meses,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,8336.0,34
1850,Undergraduate,83257.0,0,0,2 Meses,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,2,Adultos,0,0,1,2,41628.5,1365
1851,Graduate,22280.0,1,0,3 Meses,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,7426.666666666667,13
1852,Postgraduate,72159.0,0,0,3 Meses,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,72159.0,1401
1853,Graduate,64260.0,0,0,1 Mes,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,0,Idosos,0,0,1,2,32130.0,1574
1854,Postgraduate,82733.0,0,0,1 Mes,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,0,Adultos,0,0,1,2,41366.5,1323
1855,Postgraduate,74290.0,0,1,3 Meses,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,2,Meia-idade,1,1,0,2,37145.0,1217
1856,Postgraduate,58217.0,2,1,3 Meses,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,0,Idosos,3,1,1,5,11643.4,103
1857,Postgraduate,21024.0,0,0,3 Meses,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,10512.0,84
1858,Postgraduate,70116.0,0,0,3 Meses,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,70116.0,1536
1859,Graduate,54006.0,1,0,2 Meses,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,18002.0,581
1860,Postgraduate,69063.0,0,1,1 Mes,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,34531.5,928
1861,Undergraduate,11448.0,0,0,1 Mes,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,11448.0,14
1862,Graduate,61825.0,0,1,2 Meses,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,20608.333333333332,424
1863,Graduate,70886.0,1,0,3 Meses,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,35443.0,960
1864,Graduate,69109.0,0,0,1 Mes,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1,Adultos,0,0,0,1,69109.0,1555
1865,Graduate,60208.0,1,1,1 Mes,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,1,Meia-idade,2,1,0,3,20069.333333333332,656
1866,Postgraduate,32889.0,1,1,3 Meses,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,8222.25,55
1867,Graduate,34738.0,1,0,2 Meses,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,11579.333333333334,20
1868,Postgraduate,30538.0,1,0,1 Mes,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,10179.333333333334,367
1869,Undergraduate,82326.0,0,0,1 Mes,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,3,Adultos,0,0,1,2,41163.0,2257
1870,Postgraduate,26642.0,1,0,3 Meses,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,13321.0,42
1871,Graduate,69932.0,0,1,> 3 Meses,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,34966.0,1049
1872,Graduate,44503.0,1,1,3 Meses,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,11125.75,48
1873,Postgraduate,60200.0,0,1,1 Mes,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,20066.666666666668,685
1874,Graduate,49638.0,0,1,3 Meses,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,24819.0,39
1875,Undergraduate,23830.0,0,0,1 Mes,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,11915.0,43
1876,Postgraduate,33051.0,0,0,1 Mes,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,0,Idosos,0,0,0,1,33051.0,835
1877,Graduate,72905.0,0,0,2 Meses,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1,Idosos,0,0,0,1,72905.0,1515
1878,Postgraduate,69702.0,0,1,1 Mes,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,23234.0,1039
1879,Graduate,70300.0,1,0,3 Meses,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,35150.0,1596
1880,Postgraduate,70643.0,0,0,3 Meses,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,0,Adultos,0,0,0,1,70643.0,1828
1881,Postgraduate,30396.0,1,0,1 Mes,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,1,Meia-idade,1,1,0,2,15198.0,34
1882,Postgraduate,50616.0,0,1,2 Meses,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,25308.0,149
1883,Postgraduate,62772.0,0,1,3 Meses,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,1,Meia-idade,1,1,1,3,20924.0,946
1884,Postgraduate,30298.0,0,0,2 Meses,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,15149.0,28
1885,Graduate,52413.0,1,0,3 Meses,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,17471.0,450
1886,Postgraduate,44155.0,1,1,1 Mes,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,14718.333333333334,46
1887,Postgraduate,86979.0,0,0,3 Meses,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,1,Meia-idade,0,0,0,1,86979.0,1702
1888,Graduate,76532.0,1,1,2 Meses,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,19133.0,820
1889,Graduate,42081.0,1,0,3 Meses,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,1,Adultos,1,1,0,2,21040.5,382
1890,Postgraduate,67546.0,0,0,3 Meses,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,67546.0,2126
1891,Postgraduate,88420.0,0,0,3 Meses,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,3,Adultos,0,0,1,2,44210.0,2069
1892,Graduate,31158.0,1,0,3 Meses,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,15579.0,72
1893,Graduate,61671.0,0,1,1 Mes,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,2,Meia-idade,1,1,0,2,30835.5,732
1894,Graduate,69719.0,0,0,> 3 Meses,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,34859.5,801
1895,Graduate,49160.0,0,1,1 Mes,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,24580.0,236
1896,Undergraduate,24882.0,1,0,2 Meses,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,Adultos,1,1,1,3,8294.0,80
1897,Postgraduate,90933.0,0,0,3 Meses,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,1,Idosos,0,0,1,2,45466.5,1685
1898,Postgraduate,113734.0,0,0,1 Mes,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,56867.0,277
1899,Postgraduate,59292.0,0,1,3 Meses,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,19764.0,507
1900,Postgraduate,45759.0,1,1,1 Mes,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15253.0,68
1901,Graduate,22148.0,0,0,1 Mes,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,11074.0,49
1902,Postgraduate,73395.0,0,0,> 3 Meses,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,73395.0,397
1903,Graduate,29819.0,1,0,3 Meses,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,14909.5,39
1904,Graduate,45688.0,0,1,1 Mes,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,22844.0,306
1905,Graduate,62820.0,0,0,2 Meses,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,62820.0,976
1906,Postgraduate,60491.0,0,1,3 Meses,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,30245.5,1028
1907,Graduate,33235.0,1,0,3 Meses,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,11078.333333333334,70
1908,Graduate,35701.0,0,0,2 Meses,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,35701.0,46
1909,Postgraduate,31535.0,1,0,> 3 Meses,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,1,Adultos,1,1,0,2,15767.5,51
1910,Undergraduate,92556.0,0,0,2 Meses,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,46278.0,1263
1911,Graduate,67384.0,0,1,2 Meses,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,1,Meia-idade,1,1,1,3,22461.333333333332,1490
1912,Postgraduate,80573.0,0,0,3 Meses,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,40286.5,1564
1913,Graduate,77870.0,0,1,> 3 Meses,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,2,Meia-idade,1,1,0,2,38935.0,1815
1914,Postgraduate,52278.0,0,1,1 Mes,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,26139.0,1198
1915,Graduate,57107.0,0,1,2 Meses,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,2,Meia-idade,1,1,1,3,19035.666666666668,416
1916,Graduate,18929.0,0,0,1 Mes,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,18929.0,85
1917,Postgraduate,36038.0,1,0,3 Meses,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,12012.666666666666,47
1918,Graduate,20180.0,0,0,1 Mes,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,10090.0,137
1919,Postgraduate,34230.0,1,1,3 Meses,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,8557.5,21
1920,Undergraduate,31878.0,0,1,1 Mes,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,10626.0,70
1921,Undergraduate,70932.0,0,1,2 Meses,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,35466.0,909
1922,Graduate,91249.0,0,0,3 Meses,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,4,Idosos,0,0,1,2,45624.5,1676
1923,Postgraduate,77598.0,0,0,2 Meses,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,1,Idosos,0,0,1,2,38799.0,1735
1924,Graduate,80982.0,1,1,2 Meses,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,0,Idosos,2,1,1,4,20245.5,1191
1925,Postgraduate,22701.0,1,0,1 Mes,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,11350.5,24
1926,Postgraduate,55212.0,0,1,3 Meses,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,2,Meia-idade,1,1,0,2,27606.0,1182
1927,Graduate,70617.0,0,0,2 Meses,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,70617.0,1280
1928,Graduate,64849.0,0,0,2 Meses,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,0,Idosos,0,0,1,2,32424.5,1336
1929,Postgraduate,62694.0,1,1,1 Mes,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,20898.0,749
1930,Postgraduate,61917.0,1,1,3 Meses,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,20639.0,91
1931,Postgraduate,67472.0,0,1,> 3 Meses,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,33736.0,414
1932,Postgraduate,21059.0,1,0,2 Meses,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,10529.5,44
1933,Postgraduate,29543.0,2,0,2 Meses,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,9847.666666666666,63
1934,Graduate,75903.0,0,1,2 Meses,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,37951.5,901
1935,Undergraduate,34984.0,1,1,2 Meses,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,8746.0,38
1936,Postgraduate,54998.0,0,1,1 Mes,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,0,Idosos,1,1,1,3,18332.666666666668,455
1937,Postgraduate,54356.0,0,1,3 Meses,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,0,Idosos,1,1,0,2,27178.0,775
1938,Postgraduate,34242.0,0,1,1 Mes,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,17121.0,15
1939,Graduate,25410.0,1,0,2 Meses,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,12705.0,38
1940,Postgraduate,73356.0,0,0,2 Meses,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,3,Adultos,0,0,0,1,73356.0,1512
1941,Graduate,28320.0,0,1,3 Meses,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,9440.0,43
1942,Graduate,23763.0,1,0,3 Meses,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7921.0,42
1943,Graduate,72570.0,0,0,3 Meses,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,72570.0,1089
1944,Postgraduate,34529.0,1,0,> 3 Meses,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,17264.5,162
1945,Graduate,70792.0,0,0,3 Meses,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,70792.0,1272
1946,Graduate,63211.0,0,0,1 Mes,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,0,Adultos,0,0,0,1,63211.0,1173
1947,Postgraduate,83891.0,0,1,1 Mes,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,41945.5,816
1948,Graduate,36065.0,1,1,2 Meses,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,9016.25,74
1949,Graduate,39898.0,0,1,1 Mes,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,13299.333333333334,134
1950,Postgraduate,51141.0,0,0,> 3 Meses,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,25570.5,157
1951,Graduate,56939.0,0,1,1 Mes,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,28469.5,561
1952,Graduate,80872.0,0,0,2 Meses,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,40436.0,1336
1953,Postgraduate,72335.0,0,0,1 Mes,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,0,Adultos,0,0,1,2,36167.5,2092
1954,Postgraduate,61798.0,0,0,1 Mes,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,30899.0,463
1955,Postgraduate,76842.0,0,0,2 Meses,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,76842.0,1130
1956,Graduate,29478.0,1,0,2 Meses,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9826.0,20
1957,Graduate,46998.0,0,1,2 Meses,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,1,Idosos,1,1,1,3,15666.0,377
1958,Graduate,96843.0,0,0,2 Meses,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,1,Adultos,0,0,1,2,48421.5,1544
1959,Postgraduate,56551.0,1,1,2 Meses,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,18850.333333333332,138
1960,Postgraduate,70053.0,0,1,2 Meses,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,35026.5,1012
1961,Postgraduate,71670.0,0,0,1 Mes,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,3,Meia-idade,0,0,0,1,71670.0,1766
1962,Graduate,44359.0,1,1,1 Mes,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,14786.333333333334,45
1963,Graduate,40887.0,1,1,2 Meses,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,0,Idosos,2,1,1,4,10221.75,161
1964,Graduate,48877.0,0,1,1 Mes,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,24438.5,144
1965,Graduate,74485.0,0,0,2 Meses,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,37242.5,1734
1966,Graduate,64474.0,0,1,2 Meses,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,21491.333333333332,823
1967,Graduate,77226.0,0,1,1 Mes,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,25742.0,1138
1968,Graduate,72643.0,0,0,2 Meses,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,1,Idosos,0,0,0,1,72643.0,1429
1969,Postgraduate,85738.0,0,0,2 Meses,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,2,Adultos,0,0,1,2,42869.0,1371
1970,Graduate,55686.0,0,1,1 Mes,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,1,Meia-idade,1,1,0,2,27843.0,982
1971,Graduate,39062.0,1,0,1 Mes,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,1,Adultos,1,1,1,3,13020.666666666666,44
1972,Graduate,34600.0,1,1,1 Mes,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,0,Meia-idade,2,1,1,4,8650.0,318
1973,Graduate,40794.0,0,1,1 Mes,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,20397.0,434
1974,Undergraduate,54690.0,1,1,3 Meses,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,18230.0,198
1975,Graduate,4428.0,0,1,1 Mes,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,2214.0,359
1976,Undergraduate,32632.0,0,0,2 Meses,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,32632.0,576
1977,Postgraduate,38236.0,1,1,1 Mes,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,9559.0,88
1978,Graduate,36781.0,1,0,1 Mes,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,0,Adultos,1,1,0,2,18390.5,63
1979,Postgraduate,31385.0,1,0,2 Meses,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,1,Adultos,1,1,1,3,10461.666666666666,27
1980,Graduate,24570.0,1,0,> 3 Meses,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,12285.0,193
1981,Postgraduate,25509.0,1,0,1 Mes,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,0,Meia-idade,1,1,0,2,12754.5,101
1982,Graduate,94642.0,0,0,2 Meses,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,2,Idosos,0,0,0,1,94642.0,2211
1983,Postgraduate,58646.0,0,1,1 Mes,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,29323.0,140
1984,Graduate,53201.0,1,1,2 Meses,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,13300.25,415
1985,Graduate,21994.0,0,1,1 Mes,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,7331.333333333333,22
1986,Graduate,57113.0,1,1,2 Meses,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,19037.666666666668,263
1987,Graduate,51373.0,0,0,2 Meses,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,51373.0,393
1988,Graduate,23477.0,1,0,2 Meses,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,11738.5,147
1989,Graduate,58116.0,0,1,2 Meses,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,29058.0,443
1990,Postgraduate,72968.0,0,0,1 Mes,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,1,Meia-idade,0,0,0,1,72968.0,1958
